A Connecticut Yankee in King Arthur's Court	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Connecticut_Yankee_Summary/Connecticut_Yankee_In_King_Arthurs_Court01.html
A Day No Pigs Would Die	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Day_No_Pigs_Would_Die/Day_No_Pigs_Would_Die01.html
A Farewell To Arms	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Farewell_To_Arms/A_Farewell_To_Arms01.html
A Good Man Is Hard To Find	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Good_Man_Is_Hard_To_Find_OConnor/A_Good_Man_Is_Hard_To_Find_Study_Guide01.html
A Hope in the Unseen	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Hope_In_The_Unseen_Suskind/Hope_In_The_Unseen_Study_Guide01.html
A Lesson Before Dying	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/A_Lesson_Before_Dying_Gaines/A_Lesson_Before_Dying_Study_Guide01.html
A Long Way Gone	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/A_Long_Way_Gone_Beah/A_Long_Way_Gone_Study_Guide01.html
A Man For All Seasons	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Man_For_All_Seasons/Man_For_All_Seasons01.html
A Tale of Two Cities	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Tale_Of_Two_Cities_Dickens/A_Tale_Of_Two_Cities_Study_Guide01.html
A Thousand Splendid Suns	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Thousand_Splendid_Suns_Hosseini/Thousand_Splendid_Suns_Study_Guide01.html
A Walk To Remember	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/A_Walk_To_Remember_Sparks/A_Walk_To_Remember_Study_Guide01.html
Across Five Aprils	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Across_Five_Aprils/Across_Five_Aprils01.html
Alas, Babylon	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Alas_Babylon_Frank/Alas_Babylon_Study_Guide01.html
The Alchemist	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Alchemist_Coelho/Alchemist-Study-Guide-Summary01.html
Flowers For Algernon	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Flowers_For_Algernon_Keyes/Flowers_For_Algernon_Study_Guide01.html
An American Tragedy	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/An_American_Tragedy_Dreiser/An_American_Tragedy_Study_Guide01.html
And Still We Rise	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/And-Still-We-Rise/And-Still-We-Rise-Summary-01.html
The Andromeda Strain	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Andromeda_Strain_Crichton/Andromeda_Strain_Study_Guide01.html
The Diary of Anne Frank	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Diary_Of_Anne_Frank_Summary/Diary_Of_Anne_Frank_Study_Guide01.html
April Morning	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/April_Morning_Howard_Fast/April_Morning_Study_Guide01.html
Around the World in 80 (Eighty) Days	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Around_The_World_In_80_Days/Around_The_World_In_Eighty_Days01.html
As I Lay Dying	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/As_I_Lay_Dying_Faulkner/As_I_Lay_Dying01.html
The Assistant	https://web.archive.org/web/20210417141554/http://thebestnotes.com/booknotes/Assistant_Malamud/Assistant01.html
The Bean Trees	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Bean_Trees/Bean_Trees01.html
The Bell Jar	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Bell_Jar/Bell_Jar01.html
Beloved	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Beloved_Toni_Morrison/Beloved_Study_Guide01.html
Black Like Me	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Black_Like_Me/Black_Like_Me01.html
Bleachers	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Bleachers_Grisham/Bleachers_Study_Guide01.html
Bless Me, Ultima	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Bless_Me_Ultima_Anaya/Bless_Me_Ultima_Study_Guide01.html
The Bluest Eye	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Bluest_Eye_Morrison/The_Bluest_Eye_Study_Guide01.html
Brave New World	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Brave_New_World_Huxley/Brave_New_World_Study_Guide01.html
The Bridge of San Luis Rey	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Bridge_Of_San_Luis_Rey_Wilder/Bridge_Of_San_Luis_Rey_Study_Guide01.html
Candide	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Candide_Voltaire/Candide_Study_Guide01.html
The Canterbury Tales	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Canterbury_Tales/Canterbury_Tales01.html
The Catcher in the Rye	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Catcher_In_The_Rye/Catcher_In_The_Rye01.html
The Chocolate War	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Chocolate_War_Cormier/Chocolate_War_Study_Guide01.html
The Cider House Rules	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Cider_House_Rules_John_Irving/Cider_House_Rules_Study_Guide01.html
Cold Mountain	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Cold_Mountain_Frazier/Cold_Mountain_Summary01.html
Cold Sassy Tree	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Cold_Sassy_Tree/Cold_Sassy_Tree_Summary01.html
The Color Purple	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Color_Purple/Color_Purple01.html
A Connecticut Yankee in King Arthur's Court	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Connecticut_Yankee_Summary/Connecticut_Yankee_In_King_Arthurs_Court01.html
The Contender	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Contender_Lipsyte/Contender_Summary01.html
The Crystal Cave	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Crystal_Cave_Stewart/Crystal_Cave_Study_Guide01.html
The Curious Incident of the Dog in the Night-Time	https://web.archive.org/web/20190903025220/http://thebestnotes.com/booknotes/Curious_Incident_Dog_Night_Time_Haddon/Curious_Incident_Study_Guide01.html
Dandelion Wine	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Dandelion_Wine/Dandelion_Wine01.html
The Da Vinci Code	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Da_Vinci_Code/Da_Vinci_Code01.html
A Day No Pigs Would Die	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Day_No_Pigs_Would_Die/Day_No_Pigs_Would_Die01.html
Death of a Salesman	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Death_Of_A_Salesman_Summary/Death_Of_A_Salesman_Miller01.html
The Diary of Anne Frank	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Diary_Of_Anne_Frank_Summary/Diary_Of_Anne_Frank_Study_Guide01.html
The Picture of Dorian Gray	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Picture_Dorian_Gray/Picture_Of_Dorian_Gray01.html
East of Eden	https://web.archive.org/web/20190903025232/http://thebestnotes.com/booknotes/East_Of_Eden/East_Of_Eden01.html
Ender's Game	https://web.archive.org/web/20190903025232/http://www.thebestnotes.com/booknotes/Enders_Game/Enders_Game01.html
Esperanza Rising	https://web.archive.org/web/20190903025232/http://thebestnotes.com/booknotes/Esperanza_Rising_Study_Guide/Esperanza_Rising_Book_Summary01.html
Fahrenheit 451	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Fahrenheit_451_Summary/Fahrenheit_451_Bradbury01.html
A Farewell To Arms	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Farewell_To_Arms/A_Farewell_To_Arms01.html
Farewell to Manzanar	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Farewell_To_Manzanar/Farewell_To_Manzanar01.html
Fast Food Nation	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Fast_Food_Nation/Fast_Food_Nation01.html
Fifth Business	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/fifth-business/Fifth-Business-Summary-01.html
The Five People You Meet In Heaven	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Five_People_You_Meet_In_Heaven/Five_People_You_Meet_In_Heaven01.html
The Fixer	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Fixer_Malamud/Fixer_Study_Guide01.html
Flags of Our Fathers	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Flags-Of-Our-Fathers/Flags-Of-Our-Fathers-Summary-01.html
Flowers For Algernon	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Flowers_For_Algernon_Keyes/Flowers_For_Algernon_Study_Guide01.html
The Giver	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Giver/The_Giver01.html
Girl in Translation	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Girl-In-Translation/Girl-In-Translation-Summary01.html
The Glass Castle	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Glass_Castle_Study_Guide/Glass_Castle_Walls_Summary01.html
Gone With the Wind	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Gone_With_The_Wind/Gone_With_The_Wind01.html
A Good Man Is Hard To Find	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Good_Man_Is_Hard_To_Find_OConnor/A_Good_Man_Is_Hard_To_Find_Study_Guide01.html
The Grapes of Wrath	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Grapes_Of_Wrath_Steinbeck/The_Grapes_Of_Wrath_Study_Guide01.html
Great Expectations	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Great_Expectations_Dickens/Great_Expectations01.html
The Great Gatsby	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/Great_Gatsby/Great_Gatsby_Fitzgerald_Study_Guide01.html
The Great Santini	https://web.archive.org/web/20190903025233/http://thebestnotes.com/booknotes/the-great-santini/The-Great-Santini-Summary-01.html
Hatchet	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Hatchet_Paulsen/Hatchet_Study_Guide01.html
The Hiding Place	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Hiding_Place_Summary/Hiding_Place_Study_Guide01.html
Hiroshima	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Hiroshima_Hersey/Hiroshima_Study_Guide01.html
Holes	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Holes/Holes01.html
Hoot	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Hoot/Hoot_Book_Summary_Notes01.html
A Hope in the Unseen	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Hope_In_The_Unseen_Suskind/Hope_In_The_Unseen_Study_Guide01.html
The Hound of the Baskervilles	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Hound_Baskervilles/Hound_Baskervilles01.html
The House of Mirth	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/House_Of_Mirth_Wharton/House_Of_Mirth_Study_Guide01.html
The House on Mango Street	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/House_On_Mango_Street/House_On_Mango_Street_Cisneros01.html
The Hunger Games	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Hunger_Games/Hunger_Games01.html
I Know Why the Caged Bird Sings	https://web.archive.org/web/20190903025232/http://thebestnotes.com/booknotes/I_Know_Why_The_Caged_Bird_Sings/Caged_Bird_Sings01.html
The Illustrated Man	https://web.archive.org/web/20190903025232/http://thebestnotes.com/booknotes/Illustrated_Man_Bradbury/Illustrated_Man_Study_Guide01.html
The Importance of Being Earnest	https://web.archive.org/web/20190903025232/http://thebestnotes.com/booknotes/Importance_Of_Being_Earnest_Wilde/Importance_Of_Being_Earnest_Study_Guide01.html
Into the Wild	https://web.archive.org/web/20190903025232/http://thebestnotes.com/booknotes/Into_The_Wild_Krakauer/Into_The_Wild_Study_Guide01.html
Invisible Man	https://web.archive.org/web/20190903025232/http://thebestnotes.com/booknotes/Invisible_Man_Ellison/Invisible_Man_Study_Guide01.html
The Invisible Man	https://web.archive.org/web/20190903025232/http://thebestnotes.com/booknotes/Invisible_Man_Wells/The_Invisible_Man_Study_Guide01.html
Island of the Blue Dolphins	https://web.archive.org/web/20190903025232/http://thebestnotes.com/booknotes/Island_Blue_Dolphins_Study_Guide/Island_Blue_Dolphins_Summary01.html
Ivanhoe	https://web.archive.org/web/20190903025232/http://thebestnotes.com/booknotes/Ivanhoe_Sir_Walter_Scott/Ivanhoe_Study_Guide01.html
The Joy Luck Club	https://web.archive.org/web/20190903025228/http://thebestnotes.com/booknotes/Joy_Luck_Club_Tan/Joy_Luck_Club_Study_Guide01.html
Kindred	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Kindred_Study_Guide/Kindred_Butler_Summary01.html
The Kite Runner	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Kite_Runner/Kite_Runner01.html
Les Miserables	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/Les_Miserables_Hugo/Les_Miserables_Study_Guide01.html
A Lesson Before Dying	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/A_Lesson_Before_Dying_Gaines/A_Lesson_Before_Dying_Study_Guide01.html
Life of Pi	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/Life_Of_Pi/Life_Of_Pi_Martel01.html
The Little Prince	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/Little_Prince_Exupery/The_Little_Prince_Study_Guide01.html
Little Women	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/Little_Women_Alcott/Little_Women_Study_Guide01.html
A Long Way Gone	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/A_Long_Way_Gone_Beah/A_Long_Way_Gone_Study_Guide01.html
Looking Backward: 2000-1887	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/Looking_Backward_Bellamy/Looking_Backward_Study_Guide01.html
Lonesome Dove	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/Lonesome_Dove_McMurtry/Lonesome_Dove_Study_Guide01.html
The Lord of the Rings	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/Lord_Of_The_Rings_Tolkien/Lord_Of_The_Rings01.html
Lost Horizon	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/Lost_Horizon_Hilton/Lost_Horizon_Study_Guide01.html
The Lovely Bones	https://web.archive.org/web/20190903025235/http://thebestnotes.com/booknotes/Lovely_Bones_Sebold/Lovely_Bones_Study_Guide01.html
A Man For All Seasons	https://web.archive.org/web/20190903025231/http://thebestnotes.com/booknotes/Man_For_All_Seasons/Man_For_All_Seasons01.html
The Martian Chronicles	https://web.archive.org/web/20190903025231/http://thebestnotes.com/booknotes/Martian_Chronicles/Martian_Chronicles01.html
The Member of the Wedding	https://web.archive.org/web/20190903025231/http://thebestnotes.com/booknotes/Member_Of_The_Wedding/Member_Of_The_Wedding_Study_Guide01.html
Mockingjay	https://web.archive.org/web/20190903025231/http://thebestnotes.com/booknotes/mockingjay/Mockingjay-Summary-01.html
Monster	https://web.archive.org/web/20190903025231/http://thebestnotes.com/booknotes/Monster_Myers/Monster_Study_Guide_Summary01.html
Mountains Beyond Mountains	https://web.archive.org/web/20190903025231/http://thebestnotes.com/booknotes/Mountains_Beyond_Mountains_Summary/Mountains_Beyond_Mountains01.html
Native Son	https://web.archive.org/web/20190903025234/http://thebestnotes.com/booknotes/Native_Son_Wright/Native_Son_Study_Guide01.html
Nectar in a Sieve	https://web.archive.org/web/20190903025234/http://thebestnotes.com/booknotes/Nectar_Markandaya/Nectar_In_A_Sieve01.html
Nickel and Dimed	https://web.archive.org/web/20190903025234/http://thebestnotes.com/booknotes/Nickel_And_Dimed/Nickel_And_Dimed01.html
No Promises in the Wind	https://web.archive.org/web/20190903025234/http://thebestnotes.com/booknotes/no-promises/No-Promises-in-the-Wind-Summary-01.html
The Notebook	https://web.archive.org/web/20190903025234/http://www.thebestnotes.com/booknotes/Notebook_Sparks/Notebook_Study_Guide_Sparks01.html
Oedipus Rex or Oedipus the King	https://web.archive.org/web/20190903025239/http://thebestnotes.com/booknotes/Oedipus_The_King/Oedipus_Rex01.html
Of Mice and Men	https://web.archive.org/web/20190903025239/http://thebestnotes.com/booknotes/Of_Mice_And_Men_Steinbeck/Of_Mice_And_Men_Study_Guide01.html
Our Town	https://web.archive.org/web/20190903025239/http://thebestnotes.com/booknotes/Our_Town_Wilder/Our_Town01.html
The Outsiders	https://web.archive.org/web/20190903025239/http://thebestnotes.com/booknotes/Outsiders_Hinton/The_Outsiders_Study_Guide01.html
Peace Like a River	https://web.archive.org/web/20190903025227/http://thebestnotes.com/booknotes/Peace_Like_A_River_Enger/Peace_Like_A_River_Summary01.html
The Picture of Dorian Gray	https://web.archive.org/web/20190903025227/http://thebestnotes.com/booknotes/Picture_Dorian_Gray/Picture_Of_Dorian_Gray01.html
The Pigman	https://web.archive.org/web/20190903025227/http://thebestnotes.com/booknotes/Pigman_Zindel/Pigman_Study_Guide_Summary01.html
The Poisonwood Bible	https://web.archive.org/web/20190903025227/http://thebestnotes.com/booknotes/Poisonwood_Bible_Kingsolver/Poisonwood-Bible-Study-Guide-Summary01.html
Pride and Prejudice	https://web.archive.org/web/20190903025227/http://thebestnotes.com/booknotes/Pride_And_Prejudice_Austen/Pride_And_Prejudice_Study_Guide01.html
The Prince of Tides	https://web.archive.org/web/20190903025227/http://thebestnotes.com/booknotes/Prince_Of_Tides_Conroy/Prince_Of_Tides_Study_Guide01.html
Roll of Thunder, Hear My Cry	https://web.archive.org/web/20190903025231/http://thebestnotes.com/booknotes/Roll_Of_Thunder/Roll_Of_Thunder_Hear_My_Cry01.html
Romeo and Juliet	https://web.archive.org/web/20190903025231/http://thebestnotes.com/booknotes/Romeo_And_Juliet_Shakespeare/Romeo_And_Juliet_Study_Guide01.html
Rosencrantz and Guildenstern	https://web.archive.org/web/20190903025231/http://thebestnotes.com/booknotes/Rosencrantz_Guildenstern_Stoppard/Rosencrantz_Guildenstern_Are_Dead_Study_Guide01.html
The Secret Life of Bees	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Secret_Life_Of_Bees/Secret_Life_Of_Bees01.html
Shane	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Shane_Schaefer/Shane_Study_Guide_Summary01.html
Silent Spring	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Silent_Spring/Silent_Spring_Rachel_Carson01.html
The Sisterhood of the Traveling Pants	https://web.archive.org/web/20190903025224/http://www.thebestnotes.com/booknotes/Sisterhood_Of_The_Traveling_Pants_Ann_Brashares/SisterhoodOfTheTravelingPants01.html
Slaughterhouse Five	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Slaughterhouse_Five_Vonnegut/Slaughterhouse_5_Study_Guide01.html
Snow In August	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/snow-in-august/snow-in-august-summary-01.html
Something Wicked This Way Comes	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Something_Wicked_This_Way_Comes/Something_Wicked_Summary01.html
Song of Solomon	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Song_Of_Solomon_Morrison/Song_Of_Solomon_Study_Guide01.html
Sounder	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Sounder_Armstrong/Sounder_Study_Guide01.html
Speak	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Speak_Halse_Anderson/Speak_Study_Guide01.html
The Spirit Catches You and You Fall Down	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Spirit_Catches_You_Fadiman/The_Spirit_Catches_You_Study_Guide01.html
Stargirl	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Stargirl_Spinelli/Stargirl_Study_Guide01.html
The Stranger	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Stranger_Camus/The_Stranger_Study_Guide01.html
Sula	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Sula_Toni_Morrison/Sula_Study_Guide01.html
Summer of My German Soldier	https://web.archive.org/web/20190903025224/http://thebestnotes.com/booknotes/Summer_Of_My_German_Soldier/Summer_Of_My_German_Soldier01.html
A Tale of Two Cities	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Tale_Of_Two_Cities_Dickens/A_Tale_Of_Two_Cities_Study_Guide01.html
Tangerine	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Tangerine_Edward_Bloor/Tangerine_Study_Guide01.html
There Are No Children Here	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/There_Are_No_Children_Here_Kotlowitz/There_Are_No_Children_Here_Summary01.html
Things Fall Apart	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Things_Fall_Apart/Things_Fall_Apart01.html
The Things They Carried	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Things_They_Carried_OBrien/The_Things_They_Carried_Study_Guide01.html
A Thousand Splendid Suns	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Thousand_Splendid_Suns_Hosseini/Thousand_Splendid_Suns_Study_Guide01.html
Three Cups of Tea	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Three_Cups_Of_Tea_Mortenson/Three_Cups_Of_Tea_Summary01.html
The Time Machine	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Time_Machine/Time_Machine01.html
Three Cups of Tea	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Three_Cups_Of_Tea_Mortenson/Three_Cups_Of_Tea_Summary01.html
To Kill a Mockingbird	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/To_Kill_A_Mockingbird_Lee/To_Kill_A_Mockingbird_Study_Guide01.html
The Sisterhood of the Traveling Pants	https://web.archive.org/web/20190903025221/http://www.thebestnotes.com/booknotes/Sisterhood_Of_The_Traveling_Pants_Ann_Brashares/SisterhoodOfTheTravelingPants01.html
Treasure Island	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Treasure_Island/Treasure_Island01.html
The Trial	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Trial_Kafka/Trial_Study_Guide01.html
Tuck Everlasting	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Tuck_Everlasting/Tuck_Everlasting01.html
Tuesdays With Morrie	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Tuesdays_With_Morrie_Albom/Tuesdays_With_Morrie_Study_Guide01.html
Twenty Thousand Leagues Under the Sea	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/20000_Leagues_Verne/Twenty_Thousand_Leagues_Under_The_Sea_Study_Guide01.html
Twilight	https://web.archive.org/web/20190903025221/http://thebestnotes.com/booknotes/Twilight_Meyer/Twilight_Study_Guide01.html
Up From Slavery	https://web.archive.org/web/20190903025229/http://thebestnotes.com/booknotes/Up_From_Slavery/Up_From_Slavery01.html
A Walk To Remember	https://web.archive.org/web/20190903025238/http://thebestnotes.com/booknotes/A_Walk_To_Remember_Sparks/A_Walk_To_Remember_Study_Guide01.html
The War of the Worlds	https://web.archive.org/web/20190903025238/http://thebestnotes.com/booknotes/War_Of_The_Worlds/War_Of_The_Worlds01.html
Watership Down	https://web.archive.org/web/20190903025238/http://thebestnotes.com/booknotes/Watership_Down_Adams/Watership_Down_Study_Guide01.html
The Wave	https://web.archive.org/web/20190903025238/http://thebestnotes.com/booknotes/Wave_Strasser/The_Wave_Study_Guide01.html
The Westing Game	https://web.archive.org/web/20190903025238/http://thebestnotes.com/booknotes/Westing_Game_Raskin/Westing_Game_Study_Guide01.html
White Fang	https://web.archive.org/web/20190903025238/http://thebestnotes.com/booknotes/White_Fang/White_Fang01.html
Wide Sargasso Sea	https://web.archive.org/web/20190903025238/http://thebestnotes.com/booknotes/Wide_Sargasso_Sea_Rhys/Wide_Sargasso_Sea_Study_Guide01.html
With Every Drop of Blood	https://web.archive.org/web/20190903025238/http://thebestnotes.com/booknotes/with-every-drop-of-blood/with-every-drop-of-blood-Summary-01.html
The Woman Warrior	https://web.archive.org/web/20190903025238/http://thebestnotes.com/booknotes/Woman_Warrior_Kingston/Woman_Warrior_Study_Guide01.html
The World Is Flat	https://web.archive.org/web/20190903025238/http://thebestnotes.com/booknotes/World_Is_Flat_Friedman/World_Is_Flat_Study_Guide01.html
